,ngram,ngram_index
11067,size sure need,9747
11068,sure need dress,10684
11069,need dress next,6940
11070,dress next three,2644
11071,next three days,7004
11072,love dress color,6192
11073,dress color gorgeous,2544
11074,color gorgeous see,1628
11075,gorgeous see see,4281
11076,see see dress,9140
11077,see dress person,9130
11078,dress person beautiful,2651
11079,person beautiful detail,7790
11080,beautiful detail stitched,641
11081,detail stitched flowers,2386
11082,stitched flowers dress,10390
11083,flowers dress received,3844
11084,dress received many,2661
11085,many compliments wore,6508
11086,compliments wore dress,1904
11087,wore dress sleeves,12585
11088,dress sleeves sheer,2684
11089,sleeves sheer material,9920
11090,sheer material light,9277
11091,material light weight,6547
11092,light weight wear,5537
11093,weight wear dress,12331
11094,wear dress year,12157
11095,dress year round,2728
11096,year round love,12928
11097,round love kind,8889
11098,love kind dresses,6233
11099,kind dresses retailer,5192
11100,dresses retailer knows,2752
11101,retailer knows right,8684
11102,knows right love,5243
11103,right love store,8829
11104,great fit quality,4404
11105,fit quality lbs,3609
11106,quality lbs size,8392
11107,lbs size fit,5385
11108,fit perfectly bought,3597
11109,perfectly bought blue,7758
11110,bought blue black,1072
11111,blue black could,952
11112,black could definitely,878
11113,could definitely dress,1993
11114,pregnant congratulations shirt,8113
11115,congratulations shirt ever,1915
11116,shirt ever dreamed,9310
11117,ever dreamed xxs,3013
11118,dreamed xxs shirt,2515
11119,xxs shirt also,12911
11120,shirt also normally,9301
11121,also normally small,197
11122,normally small medium,7108
11123,small medium often,10019
11124,medium often size,6659
11125,often size xs,7178
11126,size xs swing,9771
11127,xs swing tops,12896
11128,swing tops xs,10769
11129,tops xs ginormous,11382
11130,xs ginormous although,12873
11131,ginormous although fits,4110
11132,although fits shoulders,229
11133,fits shoulders hold,3701
11134,shoulders hold onto,9455
11135,hold onto bottom,4772
11136,onto bottom stretch,7322
11137,bottom stretch arms,1055
11138,stretch arms straight,10462
11139,arms straight sides,403
11140,straight sides wide,10447
11141,sides wide think,9536
11142,wide think flying,12489
11143,think flying squirrel,10971
11144,flying squirrel show,3875
11145,squirrel show pictures,10307
11146,show pictures also,9475
11147,pictures also slight,7934
11148,also slight dolman,208
11149,slight dolman sleeve,9934
11150,dolman sleeve makes,2480
11151,sleeve makes look,9891
11152,makes look wide,6483
11153,notice dress website,7132
11154,dress website saw,2716
11155,website saw store,12287
11156,saw store online,9043
11157,store online purchase,10422
11158,online purchase returned,7306
11159,purchase returned immediately,8297
11160,returned immediately love,8730
11161,immediately love love,4944
11162,love love color,6241
11163,love color texture,6180
11164,color texture rosettes,1671
11165,texture rosettes feel,10889
11166,rosettes feel like,8884
11167,feel like million,3351
11168,like million bucks,5617
11169,million bucks wearing,6725
11170,bucks wearing received,1205
11171,wearing received many,12268
11172,many compliments buying,6501
11173,compliments buying actually,1884
11174,buying actually ran,1312
11175,actually ran home,61
11176,ran home gather,8432
11177,home gather previous,4801
11178,gather previous purchase,4036
11179,previous purchase return,8169
11180,purchase return could,8296
11181,return could buy,8715
11182,could buy dress,1992
11183,buy dress feel,1300
11184,dress feel guilty,2574
11185,feel guilty usually,3345
11186,guilty usually fits,4496
11187,usually fits perfect,11775
11188,fits perfect happy,3685
11189,perfect happy lovely,7708
11190,happy lovely dress,4544
11191,bought vest add,1122
11192,vest add versatility,11852
11193,add versatility wardrobe,72
11194,versatility wardrobe love,11845
11195,wardrobe love got,12007
11196,love got navy,6223
11197,got navy since,4307
11198,navy since one,6894
11199,since one color,9577
11200,one color goes,7192
11201,color goes lot,1626
11202,goes lot different,4200
11203,lot different things,6139
11204,different things tanks,2436
11205,things tanks long,10960
11206,tanks long sleeves,10839
11207,long sleeves short,5892
11208,sleeves short sleeves,9921
11209,short sleeves pantsskirts,9392
11210,sleeves pantsskirts etc,9915
11211,pantsskirts etc like,7596
11212,etc like bow,2954
11213,like bow back,5564
11214,bow back vest,1132
11215,back vest makes,564
11216,vest makes plain,11856
11217,makes plain outfit,6486
11218,plain outfit look,8003
11219,outfit look much,7465
11220,look much elegant,5967
11221,much elegant exciting,6819
11222,elegant exciting vest,2859
11223,exciting vest little,3084
11224,vest little longer,11854
11225,little longer would,5792
11226,longer would liked,5922
11227,originally took liking,7451
11228,took liking pink,11216
11229,liking pink one,5710
11230,pink one complexion,7978
11231,one complexion indicated,7197
11232,complexion indicated better,1875
11233,indicated better gray,4969
11234,better gray one,743
11235,gray one piece,4359
11236,one piece versatile,7234
11237,piece versatile still,7953
11238,versatile still able,11840
11239,still able wear,10361
11240,able wear pregnancy,13
11241,wear pregnancy post,12188
11242,pregnancy post good,8111
11243,post good investment,8090
11244,cute casual dress,2166
11245,casual dress could,1408
11246,dress could worn,2555
11247,could worn flip,2033
11248,worn flip flops,12678
11249,flip flops boots,3834
11250,love blazer feels,6166
11251,blazer feels like,919
11252,feels like sweater,3385
11253,like sweater formal,5666
11254,sweater formal structure,10724
11255,formal structure blazer,3888
11256,structure blazer great,10502
11257,blazer great fall,920
11258,swing tee amazing,10768
11259,tee amazing bought,10855
11260,amazing bought blue,254
11261,bought blue one,1073
11262,blue one color,959
11263,one color true,7193
11264,color true looks,1674
11265,true looks like,11468
11266,looks like online,6083
11267,like online material,5627
11268,online material soft,7297
11269,material soft cozy,6568
11270,soft cozy typically,10126
11271,cozy typically xs,2064
11272,typically xs bought,11645
11273,xs bought xs,12859
11274,bought xs however,1129
11275,xs however runs,12875
11276,however runs ever,4873
11277,runs ever slightly,8935
11278,ever slightly big,3016
11279,slightly big purchased,9935
11280,big purchased xxs,781
11281,purchased xxs seems,8337
11282,xxs seems like,12910
11283,seems like arms,9176
11284,like arms would,5560
11285,arms would tight,408
11286,would tight definitely,12813
11287,tight definitely fan,11106
11288,definitely fan whatever,2299
11289,fan whatever case,3298
11290,whatever case highly,12437
11291,case highly recommend,1400
11292,highly recommend tshirt,4702
11293,recommend tshirt love,8577
11294,tshirt love versatility,11541
11295,love versatility wear,6314
11296,versatility wear year,11846
11297,shirt runs big,9330
11298,runs big long,8932
11299,big long material,776
11300,long material pretty,5880
11301,material pretty lined,6558
11302,pretty lined keeping,8146
11303,lined keeping spontaneous,5723
11304,keeping spontaneous need,5174
11305,spontaneous need wear,10279
11306,need wear something,6959
11307,wear something sparklydinner,12210
11308,something sparklydinner party,10225
11309,sparklydinner party maybe,10263
11310,dress right weddings,2667
11311,right weddings fits,8844
11312,weddings fits nicelythe,12295
11313,fits nicelythe skirt,3680
11314,nicelythe skirt makes,7079
11315,skirt makes fun,9869
11316,makes fun feels,6478
11317,fun feels comfortableit,4000
11318,feels comfortableit perfect,3377
11319,comfortableit perfect solution,1814
11320,perfect solution fun,7742
11321,solution fun evening,10204
11322,fun evening dress,3999
11323,evening dress always,3005
11324,dress always carry,2521
11325,always carry camera,239
11326,carry camera weddings,1395
11327,camera weddings great,1335
11328,weddings great wear,12296
11329,great wear taking,4466
11330,wear taking photos,12218
11331,taking photos looks,10803
11332,photos looks current,7893
11333,looks current easy,6058
11334,current easy move,2112
11335,easy move around,2818
11336,really disappointing quality,8490
11337,disappointing quality jeans,2470
11338,quality jeans poor,8391
11339,jeans poor quality,5117
11340,poor quality material,8075
11341,quality material developed,8398
11342,material developed holes,6535
11343,developed holes inseams,2417
11344,holes inseams month,4789
11345,inseams month love,4973
11346,month love pilcros,6785
11347,love pilcros totally,6268
11348,pilcros totally shocked,7966
11349,totally shocked poor,11394
11350,shocked poor qualityretailer,9355
11351,poor qualityretailer hope,8077
11352,qualityretailer hope fluke,8409
11353,hope fluke worth,4814
11354,fluke worth money,3873
11355,bought store today,1115
11356,store today perfect,10434
11357,today perfect summer,11185
11358,perfect summer top,7744
11359,summer top going,10613
11360,top going pull,11280
11361,going pull shoulders,4215
11362,pull shoulders little,8273
11363,shoulders little shorter,9457
11364,little shorter shown,5812
11365,shorter shown goes,9411
11366,shown goes great,9483
11367,goes great capris,4199
11368,great capris skinny,4372
11369,capris skinny jeans,1369
11370,skinny jeans plan,9835
11371,jeans plan take,5116
11372,plan take italy,8006
11373,take italy go,10791
11374,italy go many,5013
11375,go many things,4177
11376,many things well,6515
11377,things well made,10962
11378,well made thickish,12383
11379,made thickish material,6431
11380,colors style fit,1719
11381,style fit great,10538
11382,fit great dress,3554
11383,great dress could,4389
11384,dress could wear,2554
11385,could wear many,2030
11386,many different occasions,6510
11387,different occasions around,2428
11388,occasions around great,7164
11389,around great piece,416
11390,feel way shirt,3371
11391,way shirt sungarden,12110
11392,shirt sungarden tee,9335
11393,sungarden tee lovely,10633
11394,tee lovely pattern,10860
11395,lovely pattern like,6357
11396,pattern like fit,7639
11397,like fit clingy,5592
11398,fit clingy bit,3534
11399,clingy bit seethough,1546
11400,bit seethough bad,846
11401,seethough bad tee,9183
11402,bad tee contrasting,578
11403,tee contrasting patterned,10857
11404,contrasting patterned bras,1944
11405,patterned bras worn,7652
11406,bras worn shirt,1168
11407,worn shirt unless,12691
11408,shirt unless thing,9340
11409,unless thing said,11718
11410,thing said happy,10954
11411,said happy soft,8981
11412,happy soft pretty,4550
11413,soft pretty shirt,10163
11414,pretty shirt get,8159
11415,shirt get lot,9314
11416,lot wear warm,6152
11417,wear warm weather,12231
11418,warm weather glad,12023
11419,weather glad got,12278
11420,glad got sale,4146
11421,got sale though,4320
11422,sale though would,9013
11423,though would paid,11033
11424,would paid full,12780
11425,paid full price,7499
11426,soft vegan leather,10178
11427,vegan leather stylish,11829
11428,leather stylish thought,5405
11429,stylish thought ran,10579
11430,thought ran slightly,11053
11431,ran slightly small,8435
11432,slightly small size,9940
11433,small size indicated,10039
11434,size indicated jacket,9667
11435,indicated jacket daughter,4970
11436,jacket daughter medium,5060
11437,daughter medium tight,2232
11438,dress soft fits,2686
11439,soft fits like,10134
11440,like dream new,5583
11441,dream new mom,2514
11442,new mom tie,7001
11443,mom tie perfectly,6779
11444,tie perfectly masks,11092
11445,perfectly masks left,7770
11446,masks left mummy,6523
11447,left mummy tummy,5410
11448,mummy tummy still,6861
11449,tummy still helping,11576
11450,still helping feel,10376
11451,helping feel stylish,4617
11452,feel stylish fall,3368
11453,size great fit,9658
11454,great fit top,4407
11455,fit top bottom,3633
11456,top bottom hits,11237
11457,bottom hits hips,1039
11458,hits hips right,4757
11459,hips right spot,4740
11460,right spot high,8838
11461,spot high low,10281
11462,high low also,4677
11463,low also flare,6365
11464,also flare much,182
11465,flare much give,3734
11466,much give impression,6825
11467,give impression something,4119
11468,impression something hide,4951
11469,something hide tummy,10220
11470,tummy area soft,11571
11471,area soft comfortable,367
11472,soft comfortable material,10119
11473,comfortable material fragile,1787
11474,material fragile easy,6537
11475,fragile easy maintain,3914
11476,easy maintain shape,2817
11477,maintain shape washing,6448
11478,fence cardigan got,3423
11479,cardigan got mail,1377
11480,got mail cute,4303
11481,mail cute go,6443
11482,cute go great,2182
11483,go great long,4171
11484,great long tank,4429
11485,long tank longer,5895
11486,tank longer tshirt,10827
11487,longer tshirt worth,5920
11488,tshirt worth sale,11543
11489,sale price ordered,9008
11490,price ordered small,8189
11491,ordered small true,7418
11492,small true size,10051
11493,color really cool,1660
11494,really cool go,8480
11495,cool go black,1950
11496,go black grey,4165
11497,black grey tan,885
11498,grey tan shoes,4489
11499,tan shoes back,10822
11500,shoes back pleats,9357
11501,back pleats unique,544
11502,pleats unique add,8029
11503,unique add bulk,11700
11504,add bulk back,67
11505,bulk back also,1210
11506,back also lined,507
11507,also lined need,189
11508,lined need tank,5726
11509,need tank fits,6957
11510,tank fits tts,10825
11511,fits tts thought,3707
11512,tts thought fairly,11561
11513,thought fairly flattering,11043
11514,fairly flattering sale,3264
11515,flattering sale great,3802
11516,sale great deal,8998
11517,review complained slits,8744
11518,complained slits sleeves,1853
11519,slits sleeves blouse,9965
11520,sleeves blouse yes,9908
11521,blouse yes true,947
11522,yes true however,12945
11523,true however love,11466
11524,however love blouse,4868
11525,love blouse tried,6168
11526,blouse tried blouse,943
11527,tried blouse store,11419
11528,blouse store slits,942
11529,store slits surprise,10430
11530,slits surprise understand,9966
11531,surprise understand may,10693
11532,understand may upset,11671
11533,may upset customer,6612
11534,upset customer expecting,11736
11535,customer expecting think,2127
11536,expecting think slits,3106
11537,think slits elegant,10992
11538,slits elegant way,9964
11539,elegant way obtrusive,2860
11540,way obtrusive revealing,12105
11541,obtrusive revealing could,7155
11542,revealing could totally,8738
11543,could totally still,2023
11544,totally still wear,11396
11545,still wear blouse,10388
11546,wear blouse work,12135
11547,blouse work nice,946
11548,work nice dinner,12631
11549,nice dinner love,7016
11550,dinner love unique,2452
11551,love unique enough,6313
11552,unique enough worn,11705
11553,enough worn alone,2926
11554,worn alone simple,12666
11555,love top fun,6301
11556,top fun pattern,11276
11557,fun pattern style,4004
11558,pattern style soft,7647
11559,style soft easily,10564
11560,soft easily paired,10127
11561,easily paired sweater,2800
11562,paired sweater light,7531
11563,sweater light weight,10733
11564,light weight denimcargo,5532
11565,weight denimcargo jackets,12316
11566,denimcargo jackets fall,2340
11567,jackets fall generally,5075
11568,fall generally wear,3272
11569,generally wear xs,4046
11570,retailer tops purchased,8702
11571,tops purchased perfect,11373
11572,purchased perfect fit,8315
11573,perfect fit could,7702
11574,fit could tad,3538
11575,could tad roomy,2021
11576,tad roomy chest,10782
11577,roomy chest however,8879
11578,chest however would,1480
11579,however would big,4881
11580,would big overall,12722
11581,several shirts love,9218
11582,shirts love dress,9347
11583,love dress look,6201
11584,dress look great,2624
11585,look great comfortable,5950
11586,great comfortable soft,4378
11587,comfortable soft lose,1802
11588,soft lose enough,10154
11589,lose enough flattering,6134
11590,enough flattering bulky,2912
11591,flattering bulky great,3758
11592,bulky great buy,1216
11593,love dress fit,6195
11594,dress fit flattering,2579
11595,fit flattering color,3548
11596,flattering color great,3759
11597,color great however,1630
11598,great however could,4415
11599,however could get,4854
11600,could get button,2005
11601,get button along,4058
11602,button along bust,1276
11603,along bust lay,153
11604,bust lay flat,1246
11605,lay flat normally,5351
11606,flat normally happen,3747
11607,normally happen fit,7100
11608,happen fit tight,4531
11609,fit tight around,3629
11610,tight around bust,11099
11611,around bust promise,413
11612,bust promise still,1251
11613,promise still plenty,8250
11614,still plenty room,10383
11615,plenty room fabric,8032
11616,room fabric bent,8873
11617,fabric bent way,3151
11618,bent way left,732
11619,way left gaping,12094
11620,left gaping hole,5409
11621,gaping hole bust,4028
11622,hole bust unfortunately,4782
11623,bust unfortunately going,1258
11624,unfortunately going go,11688
11625,going go back,4210
11626,comfortable flattering one,1767
11627,flattering one step,3794
11628,one step formality,7261
11629,step formality jammies,10343
11630,formality jammies could,3889
11631,jammies could want,5077
11632,great lightweight top,4427
11633,lightweight top layer,5556
11634,top layer right,11294
11635,layer right little,5354
11636,right little evening,8827
11637,little evening chill,5769
11638,evening chill summer,3004
11639,chill summer sun,1499
11640,summer sun goes,10610
11641,sun goes breezy,10632
11642,goes breezy day,4196
11643,breezy day sheer,1178
11644,day sheer requires,2247
11645,sheer requires bottom,9280
11646,requires bottom layer,8662
11647,bottom layer medium,1040
11648,layer medium fits,5352
11649,medium fits little,6652
11650,fits little tighter,3675
11651,little tighter across,5832
11652,tighter across shoulders,11131
11653,across shoulders arms,50
11654,shoulders arms shows,9446
11655,arms shows model,401
11656,shows model like,9496
11657,bought dress easter,1081
11658,dress easter compliments,2561
11659,easter compliments relentless,2810
11660,compliments relentless quality,1898
11661,relentless quality superior,8645
11662,quality superior hence,8406
11663,superior hence price,10670
11664,hence price fact,4646
11665,price fact worn,8184
11666,fact worn year,3259
11667,worn year round,12699
11668,year round get,12927
11669,round get moneys,8888
11670,get moneys worth,4073
11671,moneys worth complaint,6783
11672,worth complaint belt,12710
11673,complaint belt little,1854
11674,belt little sucker,718
11675,little sucker way,5820
11676,sucker way confusing,10588
11677,way confusing went,12082
11678,confusing went without,1914
11679,went without needed,12433
11680,without needed directions,12538
11681,needed directions figure,6963
11682,directions figure phd,2453
11683,love pants pattern,6261
11684,pants pattern polished,7581
11685,pattern polished flowy,7643
11686,polished flowy style,8061
11687,flowy style perfect,3869
11688,style perfect warm,10553
11689,perfect warm weather,7751
11690,warm weather ordered,12024
11691,weather ordered small,12280
11692,ordered small worried,7419
11693,small worried would,10060
11694,worried would short,12703
11695,would short right,12799
11696,short right wear,9386
11697,right wear slightly,8843
11698,wear slightly lower,12205
11699,slightly lower true,9938
11700,lower true waist,6384
11701,true waist new,11492
11702,waist new favorite,11912
11703,favorite summer pants,3324
11704,purchased one retailers,8313
11705,one retailers sales,7240
11706,retailers sales got,8709
11707,sales got great,9015
11708,got great price,4296
11709,great price looking,4437
11710,price looking pretty,8187
11711,looking pretty comfortable,6042
11712,pretty comfortable tshirt,8134
11713,comfortable tshirt little,1805
11714,tshirt little beyond,11540
11715,little beyond basic,5752
11716,beyond basic fits,758
11717,basic fits bill,614
11718,fits bill unfortunately,3659
11719,bill unfortunately neckline,804
11720,unfortunately neckline tad,11690
11721,neckline tad wide,6931
11722,tad wide xs,10786
11723,wide xs felt,12492
11724,xs felt like,12864
11725,felt like might,3401
11726,like might show,5616
11727,might show peek,6718
11728,show peek bra,9474
11729,peek bra adjusted,7671
11730,bra adjusted higher,1143
11731,adjusted higher soft,96
11732,higher soft stretchy,4695
11733,soft stretchy material,10171
11734,stretchy material showed,10486
11735,material showed bra,6564
11736,showed bra lines,9478
11737,bra lines underneath,1150
11738,lines underneath issue,5734
11739,underneath issue fact,11666
11740,issue fact shirt,5004
11741,fact shirt flowy,3257
11742,shirt flowy side,9312
11743,flowy side made,3868
11744,side made lessthanflattering,9519
11745,made lessthanflattering small,6420
11746,lessthanflattering small frame,5512
11747,admittedly watched dress,99
11748,watched dress went,12070
11749,dress went sale,2718
11750,went sale lucky,12425
11751,sale lucky enough,9001
11752,lucky enough find,6392
11753,enough find could,2910
11754,find could find,3454
11755,could find normal,2003
11756,find normal size,3463
11757,normal size thought,7092
11758,size thought would,9748
11759,thought would take,11063
11760,would take chance,12810
11761,take chance fit,10790
11762,chance fit perfectly,1450
11763,fit perfectly tried,3605
11764,perfectly tried guessing,7779
11765,tried guessing would,11432
11766,guessing would bit,4495
11767,would bit snug,12723
11768,bit snug dress,853
11769,snug dress comfortable,10100
11770,dress comfortable feminine,2547
11771,comfortable feminine absolutely,1764
11772,feminine absolutely love,3411
11773,absolutely love know,24
11774,love know wear,6234
11775,know wear summer,5240
11776,nothing special skirt,7130
11777,special skirt plain,10271
11778,skirt plain incredibly,9874
11779,plain incredibly dowdy,8001
11780,incredibly dowdy looking,4965
11781,dowdy looking long,2490
11782,looking long wide,6034
11783,long wide usually,5904
11784,wide usually small,12491
11785,usually small medium,11795
11786,small medium reading,10020
11787,medium reading review,6664
11788,reading review said,8463
11789,review said waist,8747
11790,said waist ran,8992
11791,waist ran small,11916
11792,ran small went,8438
11793,small went medium,10059
11794,went medium fit,12416
11795,medium fit fine,6650
11796,fit fine waisthips,3545
11797,top pretty bit,11317
11798,pretty bit voluminous,8131
11799,bit voluminous picture,865
11800,voluminous picture would,11880
11801,picture would let,7924
11802,would let otherwise,12755
11803,let otherwise expected,5513
11804,otherwise expected adjust,7456
11805,expected adjust ties,3090
11806,adjust ties shoulder,94
11807,lbs tall usually,5387
11808,tall usually small,10812
11809,usually small would,11796
11810,small would size,10062
11811,would size fit,12804
11812,size fit would,9642
11813,fit would comfy,3652
11814,would comfy stretchy,12728
11815,comfy stretchy soft,1829
11816,stretchy soft opaque,10488
11817,soft opaque perfect,10158
11818,opaque perfect couple,7323
11819,perfect couple sweater,7692
11820,couple sweater dresses,2039
11821,sweater dresses picked,10721
11822,dresses picked retailer,2751
11823,picked retailer reordering,7901
11824,eye poncho weeks,3136
11825,poncho weeks finally,8070
11826,weeks finally scored,12308
11827,finally scored olive,3448
11828,scored olive green,9079
11829,olive green one,7189
11830,green one thanksgivingblack,4479
11831,one thanksgivingblack friday,7263
11832,thanksgivingblack friday special,10896
11833,friday special would,3936
11834,special would say,10272
11835,would say color,12795
11836,say color mustard,9052
11837,color mustard yellow,1649
11838,mustard yellow go,6872
11839,yellow go well,12936
11840,go well variety,4192
11841,well variety jeweltone,12398
11842,variety jeweltone tops,11824
11843,jeweltone tops etc,5142
11844,tops etc poncho,11360
11845,etc poncho nice,2955
11846,poncho nice weight,8067
11847,nice weight heavy,7061
11848,weight heavy short,12322
11849,heavy short arms,4587
11850,short arms went,9363
11851,arms went ahead,407
11852,went ahead bought,12407
11853,ahead bought regular,133
11854,bought regular xs,1105
11855,regular xs instead,8637
11856,xs instead petite,12876
11857,instead petite sizes,4984
11858,petite sizes length,7850
11859,sizes length perfect,9792
11860,length perfect seriously,5489
11861,perfect seriously considering,7737
11862,seriously considering getting,9205
11863,considering getting cranberry,1926
11864,getting cranberry one,4099
11865,cranberry one well,2067
11866,one well classic,7274
11867,well classic buy,12346
11868,classic buy winter,1525
11869,buy winter sure,1311
11870,eyeing top online,3140
11871,top online decided,11308
11872,online decided hit,7288
11873,decided hit local,2273
11874,hit local retailer,4748
11875,local retailer try,5853
11876,retailer try adorable,8706
11877,try adorable spring,11503
11878,adorable spring tunic,107
11879,spring tunic think,10302
11880,tunic think runs,11585
11881,think runs size,10986
11882,runs size larger,8949
11883,size larger usual,9675
11884,larger usual size,5332
11885,usual size reference,11765
11886,size reference pds,9717
11887,reference pds small,8604
11888,pds small busted,7660
11889,small busted bought,9989
11890,busted bought size,1263
11891,size fits perfect,9647
11892,fits perfect machine,3686
11893,perfect machine wash,7725
11894,machine wash hang,6400
11895,wash hang dry,12037
11896,hang dry happy,4510
11897,dry happy purchase,2772
11898,soft comfortable jacket,10118
11899,comfortable jacket holes,1777
11900,jacket holes pocket,5066
11901,holes pocket area,4791
11902,pocket area returned,8046
11903,area returned store,365
11904,returned store jackets,8733
11905,store jackets problem,10413
11906,jackets problem although,5076
11907,problem although area,8233
11908,although area store,227
11909,area store considering,368
11910,store considering pulling,10400
11911,considering pulling product,1928
11912,pulling product shelves,8284
11913,product shelves unclear,8244
11914,shelves unclear holes,9287
11915,unclear holes beginning,11660
11916,holes beginning pocket,4784
11917,beginning pocket flawed,698
11918,pocket flawed everyone,8048
11919,flawed everyone looked,3831
11920,loved top runs,6343
11921,top runs small,11329
11922,runs small send,8952
11923,small send back,10035
11924,send back unfortunately,9192
11925,back unfortunately beautiful,563
11926,unfortunately beautiful styling,11684
11927,beautiful styling color,676
11928,styling color blocking,10571
11929,color blocking wish,1609
11930,blocking wish larger,927
11931,wish larger size,12517
11932,larger size available,5329
11933,size available able,9600
11934,available able exchange,467
11935,loved hanger saw,6328
11936,hanger saw store,4517
11937,saw store liked,9042
11938,store liked fabric,10415
11939,liked fabric found,5695
11940,fabric found full,3178
11941,found full cut,3896
11942,full cut pant,3980
11943,cut pant added,2149
11944,pant added ton,7545
11945,added ton bulk,80
11946,ton bulk hips,11199
11947,bulk hips big,1212
11948,hips big hips,4723
11949,big hips also,775
11950,hips also thought,4722
11951,also thought waist,214
11952,thought waist bit,11058
11953,bit snug rest,855
11954,snug rest pant,10108
11955,rest pant ran,8665
11956,pant ran tts,7548
11957,ran tts went,8440
11958,tts went back,11563
11959,love white shirts,6316
11960,white shirts never,12467
11961,shirts never enough,9349
11962,never enough closet,6982
11963,enough closet one,2906
11964,closet one gorgeous,1564
11965,one gorgeous way,7217
11966,gorgeous way prettier,4285
11967,way prettier person,12106
11968,prettier person looks,8123
11969,person looks model,7797
11970,looks model peplum,6089
11971,model peplum bottom,6766
11972,peplum bottom sort,7678
11973,bottom sort quiteappliquãd,1053
11974,sort quiteappliquãd large,10249
11975,quiteappliquãd large polka,8426
11976,large polka dots,5297
11977,polka dots pullover,8063
11978,dots pullover buttons,2486
11979,pullover buttons peplum,8285
11980,buttons peplum normally,1294
11981,peplum normally wear,7679
11982,normally wear xl,7116
11983,wear xl retailer,12244
11984,retailer tops unless,8704
11985,tops unless run,11379
11986,unless run large,11716
11987,run large tried,8919
11988,large tried large,5311
11989,tried large store,11436
11990,large store fit,5306
11991,store fit knew,10405
11992,fit knew shrank,3563
11993,knew shrank washed,5220
11994,shrank washed id,9498
11995,washed id never,12049
11996,id never able,4918
11997,never able wear,6980
11998,able wear ordered,12
11999,wear ordered xl,12184
12000,ordered xl came,7434
12001,xl came tod,12848
12002,love pants love,6260
12003,pants love fit,7577
12004,love fit cannot,6217
12005,fit cannot wait,3532
12006,wait wear find,11949
12007,wear find time,12161
12008,find time hem,3472
12009,time hem first,11153
12010,hem first kinda,4627
12011,first kinda tall,3494
12012,kinda tall wear,5202
12013,tall wear lot,10813
12014,wear lot heels,12175
12015,lot heels even,6144
12016,heels even tall,4598
12017,even tall heels,2984
12018,tall heels pants,10808
12019,heels pants even,4600
12020,pants even long,7562
12021,even long heels,2977
12022,long heels wear,5871
12023,heels wear taller,4601
12024,wear taller work,12219
12025,taller work every,10819
12026,work every day,12618
12027,every day rare,3024
12028,day rare occasions,2245
12029,rare occasions need,8445
12030,occasions need hemmed,7165
12031,need hemmed great,6948
12032,hemmed great cream,4641
12033,great cream white,4382
12034,cream white color,2075
12035,white color carry,12451
12036,color carry winter,1611
12037,carry winter also,1398
12038,winter also get,12505
12039,also get lot,184
12040,lot use spring,6150
12041,use spring summer,11746
12042,spring summer good,10300
12043,summer good fabric,10604
12044,good fabric nice,4239
12045,fabric nice fit,3201
12046,top shown picture,11337
12047,shown picture tts,9487
12048,picture tts lots,7923
12049,tts lots detailing,11553
12050,lots detailing beads,6154
12051,detailing beads lace,2393
12052,beads lace purchased,633
12053,lace purchased petite,5257
12054,purchased petite reviewers,8316
12055,petite reviewers noted,7845
12056,reviewers noted side,8766
12057,noted side slits,7125
12058,side slits come,9527
12059,slits come high,9963
12060,come high high,1743
12061,high high waisted,4673
12062,high waisted jeans,4687
12063,waisted jeans leggings,11934
12064,jeans leggings works,5100
12065,leggings works perfectly,5441
12066,beautiful shirt fits,670
12067,shirt fits perfectly,9311
12068,fits perfectly purchased,3691
12069,perfectly purchased ivory,7774
12070,purchased ivory although,8309
12071,ivory although true,5051
12072,although true ivory,236
12073,true ivory pinkish,11467
12074,ivory pinkish tones,5054
12075,pinkish tones absolutely,7983
12076,tones absolutely beautiful,11204
12077,absolutely beautiful looks,18
12078,beautiful looks perfect,655
12079,looks perfect long,6093
12080,perfect long necklace,7721
12081,long necklace jeans,5882
12082,gorgeous embroidery soft,4269
12083,embroidery soft fabric,2880
12084,soft fabric great,10129
12085,fabric great drape,3181
12086,great drape hides,4387
12087,drape hides tummyoverall,2498
12088,hides tummyoverall perfect,4664
12089,tummyoverall perfect size,11577
12090,perfect size bought,7741
12091,size bought small,9610
12092,hi top absolutely,4654
12093,top absolutely gorgeous,11226
12094,absolutely gorgeous opinion,21
12095,gorgeous opinion feminine,4275
12096,opinion feminine small,7333
12097,feminine small amount,3419
12098,small amount swing,9979
12099,amount swing without,271
12100,swing without large,10770
12101,without large amount,12535
12102,large amount fabric,5265
12103,amount fabric love,268
12104,purchased shirt grey,8323
12105,shirt grey loved,9315
12106,grey loved color,4486
12107,loved color details,6321
12108,color details especially,1620
12109,details especially lace,2401
12110,especially lace shoulders,2942
12111,lace shoulders found,5258
12112,shoulders found fit,9454
12113,found fit style,3894
12114,fit style certainly,3623
12115,style certainly calls,10529
12116,certainly calls relaxed,1444
12117,calls relaxed fit,1324
12118,relaxed fit small,8642
12119,fit small loose,3620
12120,small loose unflattering,10017
12121,loose unflattering way,6124
12122,unflattering way xs,11682
12123,way xs available,12120
12124,xs available might,12858
12125,available might considered,470
12126,might considered exchanging,6710
12127,considered exchanging xs,1924
12128,exchanging xs already,3075
12129,xs already bit,12857
12130,already bit short,157
12131,bit short strange,849
12132,short strange although,9393
12133,strange although petite,10448
12134,although petite fairly,234
12135,petite fairly short,7823
12136,fairly short wasted,3266
12137,short wasted also,9400
12138,wasted also love,12068
